date,masi
2021-12-16,100.0
2021-12-17,109.99665663657639
2021-12-20,110.66532932129722
2021-12-21,109.02708124373119
2021-12-22,112.37044466733535
2021-12-23,112.3370110330993
2021-12-24,112.3370110330993
2021-12-27,112.3370110330993
2021-12-28,112.53761283851556
2021-12-29,113.74122367101303
2021-12-30,113.90839184219324
2021-12-31,113.94182547642929
2022-01-03,113.74122367101303
2022-01-04,113.77465730524906
2022-01-05,112.6713473754597
2022-01-06,112.3370110330993
2022-01-07,113.60748913406886
2022-01-10,114.34302908726177
2022-01-12,118.35506519558676
2022-01-13,119.09060514877964
2022-01-14,120.36108324974923
2022-01-17,120.4948177866934
2022-01-18,121.69842861919089
2022-01-19,125.07522567703109
2022-01-20,126.3791374122367
2022-01-21,124.40655299231027
2022-01-24,123.70444667335339
2022-01-25,119.72584419926446
2022-01-26,121.13005683717819
2022-01-27,122.36710130391172
2022-01-28,122.36710130391172
2022-01-31,120.36108324974923
2022-02-01,121.09662320294214
2022-02-02,122.80173854898027
2022-02-03,123.70444667335339
2022-02-04,122.16649949849547
2022-02-07,127.04781009695753
2022-02-08,126.04480106987627
2022-02-09,125.71046472751588
2022-02-10,127.08124373119358
2022-02-11,126.3791374122367
2022-02-14,123.06920762286862
2022-02-15,124.0387830157138
2022-02-16,123.70444667335339
2022-02-17,124.40655299231027
2022-02-18,124.3731193580742
2022-02-21,123.03577398863254
2022-02-22,119.69241056502841
2022-02-23,121.02975593447007
2022-02-24,113.77465730524906
2022-02-25,119.02373788030758
2022-02-28,117.01771982614508
2022-03-01,114.34302908726177
2022-03-02,112.3370110330993
2022-03-03,110.3309929789368
2022-03-04,107.05449682380474
2022-03-07,106.31895687061184
2022-03-08,112.6713473754597
2022-03-09,112.6713473754597
2022-03-10,110.3309929789368
2022-03-11,109.99665663657639
2022-03-14,108.42527582748245
2022-03-15,111.66833834837846
2022-03-16,111.90237378803074
2022-03-17,115.01170177198262
2022-03-18,113.34002006018054
2022-03-21,114.20929455031761
2022-03-22,111.09996656636577
2022-03-23,106.25208960213975
2022-03-24,104.98161150117018
2022-03-25,105.71715145436306
2022-03-28,107.9906385824139
2022-03-29,108.32497492477431
2022-03-30,108.32497492477431
2022-03-31,106.48612504179205
2022-04-01,106.98762955533266
2022-04-04,105.98462052825141
2022-04-05,106.98762955533266
2022-04-06,108.32497492477431
2022-04-07,108.32497492477431
2022-04-08,108.92678034102306
2022-04-11,108.99364760949514
2022-04-12,114.97826813774657
2022-04-13,113.57405549983281
2022-04-14,113.6409227683049
2022-04-15,112.00267469073889
2022-04-18,110.3309929789368
2022-04-19,110.3309929789368
2022-04-20,109.62888665997991
2022-04-21,108.99364760949514
2022-04-22,108.29154129053826
2022-04-25,108.29154129053826
2022-04-26,106.98762955533266
2022-04-27,108.99364760949514
2022-04-28,108.32497492477431
2022-04-29,106.98762955533266
2022-05-04,106.98762955533266
2022-05-05,106.98762955533266
2022-05-06,106.98762955533266
2022-05-09,107.65630224005349
2022-05-10,106.92076228686058
2022-05-11,105.8174523570712
2022-05-12,104.61384152457371
2022-05-13,106.75359411568037
2022-05-16,105.31594784353058
2022-05-17,104.98161150117018
2022-05-18,104.31293881644935
2022-05-19,104.31293881644935
2022-05-20,103.6442661317285
2022-05-23,103.61083249749245
2022-05-24,100.30090270812437
2022-05-25,99.63223002340354
2022-05-26,98.02741558007354
2022-05-27,95.01838849882981
2022-05-30,95.62019391507857
2022-05-31,97.62621196924106
2022-06-01,99.29789368104312
2022-06-02,97.4256101638248
2022-06-03,98.26145101972583
2022-06-06,99.56536275493146
2022-06-07,98.9635573386827
2022-06-08,98.29488465396187
2022-06-09,96.95753928452022
2022-06-10,95.6536275493146
2022-06-13,95.62019391507857
2022-06-14,92.3436977599465
2022-06-15,93.61417586091608
2022-06-16,93.61417586091608
2022-06-17,92.27683049147441
2022-06-20,92.27683049147441
2022-06-21,93.61417586091608
2022-06-22,92.27683049147441
2022-06-23,91.60815780675358
2022-06-24,92.94550317619525
2022-06-27,89.00033433634235
2022-06-28,92.27683049147441
2022-06-29,90.93948512203276
2022-06-30,88.93346706787028
2022-07-01,84.38649281176863
2022-07-04,83.5506519558676
2022-07-05,86.72684720829153
2022-07-06,85.59010364426612
2022-07-07,84.38649281176863
2022-07-08,85.59010364426612
2022-07-12,85.82413908391841
2022-07-13,86.89401537947174
2022-07-14,85.59010364426612
2022-07-15,86.89401537947174
2022-07-18,90.27081243731193
2022-07-19,93.547308592444
2022-07-20,92.9120695419592
2022-07-21,90.27081243731193
2022-07-22,88.26479438314944
2022-07-25,90.27081243731193
2022-07-26,92.74490137077899
2022-07-27,92.27683049147441
2022-07-28,92.20996322300233
2022-07-29,90.93948512203276
2022-08-01,89.6021397525911
2022-08-02,91.5412905382815
2022-08-03,89.76930792377131
2022-08-04,90.1705115346038
2022-08-05,90.27081243731193
2022-08-08,90.27081243731193
2022-08-09,90.13707790036777
2022-08-10,89.00033433634235
2022-08-11,91.27382146439317
2022-08-12,90.27081243731193
2022-08-15,90.37111334002006
2022-08-16,90.27081243731193
2022-08-17,93.1461049816115
2022-08-18,93.1461049816115
2022-08-19,93.41357405549982
2022-08-22,92.94550317619525
2022-08-23,92.87863590772317
2022-08-24,92.24339685723837
2022-08-25,92.24339685723837
2022-08-26,91.60815780675358
2022-08-29,91.57472417251753
2022-08-30,90.60514877967233
2022-08-31,90.30424607154798
2022-09-01,89.93647609495152
2022-09-02,91.60815780675358
2022-09-05,92.27683049147441
2022-09-06,91.34068873286525
2022-09-07,91.60815780675358
2022-09-08,91.60815780675358
2022-09-09,91.27382146439317
2022-09-12,91.27382146439317
2022-09-13,90.93948512203276
2022-09-14,91.00635239050484
2022-09-15,91.00635239050484
2022-09-16,92.27683049147441
2022-09-19,91.07321965897691
2022-09-20,91.34068873286525
2022-09-21,90.93948512203276
2022-09-22,92.9120695419592
2022-09-23,91.27382146439317
2022-09-26,90.93948512203276
2022-09-27,88.93346706787028
2022-09-28,86.92744901370779
2022-09-29,90.27081243731193
2022-09-30,90.27081243731193
2022-10-03,87.72985623537278
2022-10-04,90.93948512203276
2022-10-05,88.93346706787028
2022-10-06,88.33166165162152
2022-10-07,88.93346706787028
2022-10-11,88.93346706787028
2022-10-12,89.46840521564694
2022-10-13,88.26479438314944
2022-10-14,86.92744901370779
2022-10-17,85.92443998662654
2022-10-18,85.59010364426612
2022-10-19,84.25275827482447
2022-10-20,81.57806753594114
2022-10-21,84.18589100635239
2022-10-24,82.91541290538281
2022-10-25,83.24974924774322
2022-10-26,83.24974924774322
2022-10-27,83.11601471079906
2022-10-28,84.92143095954529
2022-10-31,83.58408559010364
2022-11-01,82.24674022066199
2022-11-02,82.88197927114676
2022-11-03,84.92143095954529
2022-11-04,84.88799732530926
2022-11-07,82.24674022066199
2022-11-08,81.07656302240052
2022-11-09,81.54463390170511
2022-11-10,78.90337679705783
2022-11-11,76.89735874289535
2022-11-14,76.89735874289535
2022-11-15,79.57204948177866
2022-11-16,80.2407221664995
2022-11-17,80.17385489802741
2022-11-21,81.57806753594114
2022-11-22,80.2407221664995
2022-11-23,80.30758943497158
2022-11-24,82.91541290538281
2022-11-25,82.81511200267468
2022-11-28,82.24674022066199
2022-11-29,80.2407221664995
2022-11-30,79.57204948177866
2022-12-01,80.17385489802741
2022-12-02,82.24674022066199
2022-12-05,81.57806753594114
2022-12-06,83.21631561350719
2022-12-07,83.58408559010364
2022-12-08,85.42293547308591
2022-12-09,83.58408559010364
2022-12-12,84.25275827482447
2022-12-13,81.57806753594114
2022-12-14,82.91541290538281
2022-12-15,80.2407221664995
2022-12-16,80.2407221664995
2022-12-19,79.60548311601471
2022-12-20,80.2407221664995
2022-12-21,80.17385489802741
2022-12-22,79.70578401872284
2022-12-23,80.2407221664995
2022-12-26,81.44433299899698
2022-12-27,79.90638582413908
2022-12-28,83.58408559010364
2022-12-29,86.92744901370779
2022-12-30,83.58408559010364
2023-01-02,82.88197927114676
2023-01-03,80.90939485122031
2023-01-04,78.56904045469742
2023-01-05,74.22266800401202
2023-01-06,73.5539953192912
2023-01-09,76.16181878970244
2023-01-10,80.2407221664995
2023-01-12,80.10698762955532
2023-01-13,79.87295218990303
2023-01-16,78.90337679705783
2023-01-17,77.93380140421263
2023-01-18,79.50518221330658
2023-01-19,79.50518221330658
2023-01-20,79.57204948177866
2023-01-23,78.93681043129386
2023-01-24,79.2042795051822
2023-01-25,78.90337679705783
2023-01-26,78.234704112337
2023-01-27,78.76964226011367
2023-01-30,78.8030758943497
2023-01-31,75.5600133734537
2023-02-01,77.56603142761618
2023-02-02,77.83350050150452
2023-02-03,80.20728853226345
2023-02-06,79.63891675025074
2023-02-07,80.07355399531929
2023-02-08,79.53861584754263
2023-02-09,80.14042126379137
2023-02-10,82.04613841524574
2023-02-13,82.21330658642594
2023-02-14,81.57806753594114
2023-02-15,81.24373119358074
2023-02-16,82.24674022066199
2023-02-17,84.92143095954529
2023-02-20,83.78468739551988
2023-02-21,83.11601471079906
2023-02-22,82.94884653961884
2023-02-23,83.85155466399198
2023-02-24,83.58408559010364
2023-02-27,84.18589100635239
2023-02-28,85.45636910732196
2023-03-01,85.38950183884988
2023-03-02,85.15546639919759
2023-03-03,84.88799732530926
2023-03-06,84.38649281176863
2023-03-07,83.48378468739551
2023-03-08,84.08559010364426
2023-03-09,81.57806753594114
2023-03-10,83.58408559010364
2023-03-13,83.85155466399198
2023-03-14,83.24974924774322
2023-03-15,81.57806753594114
2023-03-16,83.7178201270478
2023-03-17,82.91541290538281
2023-03-20,83.1494483450351
2023-03-21,82.98228017385489
2023-03-22,82.84854563691073
2023-03-23,80.9762621196924
2023-03-24,82.91541290538281
2023-03-27,82.91541290538281
2023-03-28,81.57806753594114
2023-03-29,82.84854563691073
2023-03-30,82.24674022066199
2023-03-31,82.88197927114676
2023-04-03,81.57806753594114
2023-04-04,82.24674022066199
2023-04-05,82.58107656302239
2023-04-06,82.24674022066199
2023-04-07,82.91541290538281
2023-04-10,81.57806753594114
2023-04-11,81.64493480441323
2023-04-12,82.24674022066199
2023-04-13,82.24674022066199
2023-04-14,83.58408559010364
2023-04-17,81.10999665663657
2023-04-18,80.90939485122031
2023-04-19,82.71481109996655
2023-04-20,83.45035105315947
2023-04-21,83.45035105315947
2023-04-25,85.42293547308591
2023-04-26,84.25275827482447
2023-04-27,89.30123704446673
2023-04-28,92.24339685723837
2023-05-02,90.27081243731193
2023-05-03,89.6021397525911
2023-05-04,90.93948512203276
2023-05-05,90.93948512203276
2023-05-08,90.87261785356068
2023-05-09,90.73888331661651
2023-05-10,89.2009361417586
2023-05-11,90.13707790036777
2023-05-12,90.1705115346038
2023-05-15,90.27081243731193
2023-05-16,90.97291875626881
2023-05-17,93.48044132397192
2023-05-18,92.24339685723837
2023-05-19,92.20996322300233
2023-05-22,91.74189234369776
2023-05-23,92.14309595453027
2023-05-24,92.24339685723837
2023-05-25,91.07321965897691
2023-05-26,92.00936141758608
2023-05-29,92.27683049147441
2023-05-30,93.61417586091608
2023-05-31,92.27683049147441
2023-06-01,92.61116683383483
2023-06-02,92.9120695419592
2023-06-05,92.77833500501504
2023-06-06,92.27683049147441
2023-06-07,92.27683049147441
2023-06-08,92.24339685723837
2023-06-09,92.61116683383483
2023-06-12,92.61116683383483
2023-06-13,90.27081243731193
2023-06-14,91.57472417251753
2023-06-15,92.94550317619525
2023-06-16,98.49548645937813
2023-06-19,100.83584085590103
2023-06-20,100.96957539284519
2023-06-21,100.30090270812437
2023-06-22,101.60481444332999
2023-06-23,98.9635573386827
2023-06-26,98.22801738548979
2023-06-27,98.22801738548979
2023-06-28,97.96054831160146
2023-07-03,98.93012370444666
2023-07-04,98.29488465396187
2023-07-05,98.82982280173856
2023-07-06,99.56536275493146
2023-07-07,99.63223002340354
2023-07-10,99.59879638916749
2023-07-11,98.9635573386827
2023-07-12,100.23403543965227
2023-07-13,100.96957539284519
2023-07-14,101.63824807756603
2023-07-17,100.30090270812437
2023-07-18,101.37077900367768
2023-07-20,101.63824807756603
2023-07-21,102.24005349381477
2023-07-24,101.7051153460381
2023-07-25,99.33132731527917
2023-07-26,100.23403543965227
2023-07-27,100.96957539284519
2023-07-28,101.63824807756603
2023-07-31,101.23704446673354
2023-08-01,99.66566365763958
2023-08-02,100.30090270812437
2023-08-03,98.49548645937813
2023-08-04,98.09428284854562
2023-08-07,98.29488465396187
2023-08-08,99.39819458375125
2023-08-09,99.26446004680707
2023-08-10,98.9635573386827
2023-08-11,99.63223002340354
2023-08-15,98.29488465396187
2023-08-16,98.29488465396187
2023-08-17,98.29488465396187
2023-08-18,99.29789368104312
2023-08-22,98.86325643597458
2023-08-23,97.0244065529923
2023-08-24,97.55934470076897
2023-08-25,94.95152123035773
2023-08-28,94.88465396188566
2023-08-29,96.82380474757606
2023-08-30,97.62621196924106
2023-08-31,96.6232029421598
2023-09-01,95.4864593781344
2023-09-04,94.04881310598462
2023-09-05,94.61718488799733
2023-09-06,96.28886659979939
2023-09-07,96.95753928452022
2023-09-08,98.9635573386827
2023-09-11,99.63223002340354
2023-09-12,99.63223002340354
2023-09-13,97.62621196924106
2023-09-14,98.26145101972583
2023-09-15,99.63223002340354
2023-09-18,98.9635573386827
2023-09-19,98.9635573386827
2023-09-20,99.29789368104312
2023-09-21,99.63223002340354
2023-09-22,100.30090270812437
2023-09-25,100.30090270812437
2023-09-26,100.30090270812437
2023-09-27,102.30692076228685
2023-10-02,103.24306252089602
2023-10-03,100.30090270812437
2023-10-04,98.29488465396187
2023-10-05,104.17920427950517
2023-10-06,106.95419592109661
2023-10-09,107.12136409227682
2023-10-10,113.77465730524906
2023-10-11,115.37947174857908
2023-10-12,115.61350718823135
2023-10-13,117.18488799732529
2023-10-16,118.28819792711467
2023-10-17,113.67435640254095
2023-10-18,117.68639251086593
2023-10-19,117.01771982614508
2023-10-20,116.34904714142426
2023-10-23,115.01170177198262
2023-10-24,114.34302908726177
2023-10-25,114.67736542962218
2023-10-26,113.67435640254095
2023-10-27,115.68037445670343
2023-10-30,114.67736542962218
2023-10-31,114.34302908726177
2023-11-01,115.68037445670343
2023-11-02,115.01170177198262
2023-11-03,117.01771982614508
2023-11-07,116.68338348378468
2023-11-08,116.88398528920094
2023-11-09,116.95085255767302
2023-11-10,117.01771982614508
2023-11-13,117.01771982614508
2023-11-14,117.61952524239385
2023-11-15,117.01771982614508
2023-11-16,117.58609160815779
2023-11-17,118.35506519558676
2023-11-20,119.62554329655633
2023-11-21,119.69241056502841
2023-11-22,118.35506519558676
2023-11-23,118.89000334336342
2023-11-24,117.01771982614508
2023-11-27,116.2153126044801
2023-11-28,115.68037445670343
2023-11-29,115.44633901705114
2023-11-30,119.69241056502841
2023-12-01,118.35506519558676
2023-12-04,117.08458709461718
2023-12-05,118.89000334336342
2023-12-06,118.28819792711467
2023-12-07,118.35506519558676
2023-12-08,119.69241056502841
2023-12-11,117.88699431628218
2023-12-12,119.69241056502841
2023-12-13,122.56770310932798
2023-12-14,123.10264125710464
2023-12-15,123.77131394182545
2023-12-18,123.8047475760615
2023-12-19,123.70444667335339
2023-12-20,124.3731193580742
2023-12-21,125.04179204279504
2023-12-22,123.70444667335339
2023-12-25,123.77131394182545
2023-12-26,125.04179204279504
2023-12-27,124.3731193580742
2023-12-28,124.3731193580742
2023-12-29,124.3731193580742
2024-01-02,127.04781009695753
2024-01-03,125.91106653293214
2024-01-04,125.71046472751588
2024-01-05,127.71648278167835
2024-01-08,130.42460715479774
2024-01-09,134.40320962888666
2024-01-10,136.40922768304912
2024-01-12,137.54597124707456
2024-01-15,135.74055499832832
2024-01-16,142.52758274824473
2024-01-17,145.1019725844199
2024-01-18,147.07455700434636
2024-01-19,146.43931795386158
2024-01-22,146.00468070879302
2024-01-23,145.77064526914074
2024-01-24,145.63691073219658
2024-01-25,145.23570712136407
2024-01-26,145.77064526914074
2024-01-29,144.7676362420595
2024-01-30,144.7676362420595
2024-01-31,145.77064526914074
2024-02-01,149.44834503510532
2024-02-02,150.45135406218654
2024-02-05,151.1200267469074
2024-02-06,155.46639919759278
2024-02-07,159.14409896355733
2024-02-08,157.03778000668672
2024-02-09,155.80073553995317
2024-02-12,157.13808090939483
2024-02-13,158.4754262788365
2024-02-14,157.13808090939483
2024-02-15,157.10464727515878
2024-02-16,153.7278502173186
2024-02-19,155.13206285523236
2024-02-20,156.13507188231358
2024-02-21,157.20494817786692
2024-02-22,158.14108993647608
2024-02-23,157.13808090939483
2024-02-26,157.80675359411566
2024-02-27,157.80675359411566
2024-02-28,160.481444332999
2024-02-29,157.13808090939483
2024-03-01,156.469408224674
2024-03-04,156.469408224674
2024-03-05,156.6031427616182
2024-03-06,156.80374456703444
2024-03-07,156.469408224674
2024-03-08,155.80073553995317
2024-03-11,153.86158475426276
2024-03-12,154.12905382815111
2024-03-13,155.06519558676027
2024-03-14,155.80073553995317
2024-03-15,157.13808090939483
2024-03-18,157.80675359411566
2024-03-19,157.1715145436309
2024-03-20,157.80675359411566
2024-03-21,157.7398863256436
2024-03-22,157.80675359411566
2024-03-25,157.80675359411566
2024-03-26,157.80675359411566
2024-03-27,162.4874623871615
2024-03-28,167.16817118020728
2024-03-29,170.51153460381144
2024-04-01,175.92778335005016
2024-04-02,176.52958876629887
2024-04-03,180.50819124038782
2024-04-04,178.93681043129388
2024-04-05,177.1982614510197
2024-04-08,187.22835172183215
2024-04-09,191.90906051487795
2024-04-15,189.56870611835507
2024-04-16,195.9210966232029
2024-04-17,193.91507856904045
2024-04-18,204.58040789033765
2024-04-19,212.63791374122368
2024-04-22,200.60180541624874
2024-04-23,200.5683717820127
2024-04-24,200.802407221665
2024-04-25,204.58040789033765
2024-04-26,203.9451688398529
2024-04-29,203.9451688398529
2024-04-30,207.7566031427616
2024-05-02,207.288532263457
2024-05-03,209.29455031761952
2024-05-06,206.6198595787362
2024-05-07,207.1213640922768
2024-05-08,206.6198595787362
2024-05-09,208.49214309595453
2024-05-10,212.57104647275153
2024-05-13,216.98428619190904
2024-05-14,223.3366766967569
2024-05-15,221.06318956870612
2024-05-16,218.65596790371114
2024-05-17,215.7138080909395
2024-05-20,215.6469408224674
2024-05-21,213.30658642594446
2024-05-22,210.63189568706116
2024-05-23,209.29455031761952
2024-05-24,208.4252758274824
2024-05-27,209.29455031761952
2024-05-28,210.63189568706116
2024-05-29,210.63189568706116
2024-05-30,209.0270812437312
2024-05-31,211.300568371782
2024-06-03,209.62888665997994
2024-06-04,209.96322300234036
2024-06-05,202.6746907388833
2024-06-06,206.6198595787362
2024-06-07,208.6258776328987
2024-06-10,203.9451688398529
2024-06-11,205.28251420929453
2024-06-12,205.95118689401536
2024-06-13,207.48913406887328
2024-06-14,207.95720494817783
2024-06-19,209.96322300234036
2024-06-20,207.288532263457
2024-06-21,207.288532263457
2024-06-24,205.95118689401536
2024-06-25,209.49515212303575
2024-06-26,210.63189568706116
2024-06-27,207.4222668004012
2024-06-28,207.288532263457
2024-07-01,206.28552323637578
2024-07-02,201.33734536944166
2024-07-03,203.14276161818788
2024-07-04,207.288532263457
2024-07-05,209.29455031761952
2024-07-08,209.29455031761952
2024-07-09,207.288532263457
2024-07-10,209.29455031761952
2024-07-11,211.300568371782
2024-07-12,209.29455031761952
2024-07-15,209.29455031761952
2024-07-16,210.63189568706116
2024-07-17,214.97826813774657
2024-07-18,219.85957873620862
2024-07-19,219.99331327315278
2024-07-22,223.9719157472417
2024-07-23,222.66800401203608
2024-07-24,219.99331327315278
2024-07-25,217.98729521899028
2024-07-26,220.69541959210963
2024-07-29,225.3426947509194
2024-07-31,228.0173854898027
2024-08-01,229.35473085924437
2024-08-02,237.37880307589433
2024-08-05,224.00534938147777
2024-08-06,230.02340354396523
2024-08-07,230.02340354396523
2024-08-08,230.02340354396523
2024-08-09,227.3487128050819
2024-08-12,228.68605817452354
2024-08-13,228.68605817452354
2024-08-15,230.02340354396523
2024-08-16,233.33333333333331
2024-08-19,234.03543965229017
2024-08-22,233.1661651621531
2024-08-23,230.6252089602139
2024-08-26,231.82881979271147
2024-08-27,230.19057171514544
2024-08-28,235.47308592443997
2024-08-29,253.96188565697088
2024-08-30,250.68538950183884
2024-09-02,250.7522567703109
2024-09-03,249.81611501170175
2024-09-04,246.74022066198594
2024-09-05,245.97124707455703
2024-09-06,245.97124707455703
2024-09-09,249.88298228017385
2024-09-10,244.06552992310262
2024-09-11,247.30859244399866
2024-09-12,248.47876964226012
2024-09-13,250.68538950183884
2024-09-18,257.3386827148111
2024-09-19,260.78234704112333
2024-09-20,260.78234704112333
2024-09-23,262.119692410565
2024-09-24,257.4389836175192
2024-09-25,259.4450016716817
2024-09-26,267.40220661985956
2024-09-27,270.8124373119358
2024-09-30,283.51721832163156
2024-10-01,278.30157138080904
2024-10-02,267.80341023069207
2024-10-03,272.1497826813775
2024-10-04,269.47509194249415
2024-10-07,269.47509194249415
2024-10-08,267.46907388833165
2024-10-09,269.37479103978603
2024-10-10,268.1377465730525
2024-10-11,267.46907388833165
2024-10-14,267.40220661985956
2024-10-15,259.57873620862586
2024-10-16,254.76429287863587
2024-10-17,268.1377465730525
2024-10-18,266.8004012036108
2024-10-21,268.1377465730525
2024-10-22,266.8004012036108
2024-10-23,268.77298562353724
2024-10-24,269.14075560013373
2024-10-25,276.1618187897024
2024-10-28,287.4958207957205
2024-10-29,286.19190906051483
2024-10-30,282.3804747576061
2024-10-31,289.535272484119
2024-11-01,294.1825476429288
2024-11-04,298.2280173854898
2024-11-05,296.8906720160481
2024-11-07,299.4984954864593
2024-11-08,304.17920427950514
2024-11-11,304.37980608492137
2024-11-12,306.25208960213973
2024-11-13,311.0665329321297
2024-11-14,315.4797726512872
2024-11-15,323.63757940488125
2024-11-19,328.58575727181545
2024-11-20,327.58274824473415
2024-11-21,318.28819792711465
2024-11-22,324.3062520896021
2024-11-25,324.3062520896021
2024-11-26,324.4399866265463
2024-11-27,328.05081912403875
2024-11-28,331.3273152791708
2024-11-29,314.27616181878966
2024-12-02,311.53460381143424
2024-12-03,312.7047810096957
2024-12-04,311.70177198261445
2024-12-05,317.6195252423938
2024-12-06,322.9689067201605
